ano,mes,data,regiao,uf,cidade,turistas,turistas_estrangeiros,ocupacao_hoteleira,gasto_medio,faturamento_turismo,eventos_realizados,temperatura_media,nivel_temporada
2017,4,2017-04-01,Norte,TO,Palmas,236018,57507,88.12,1142.48,154887050.74,10,31.2,Baixa
2017,4,2017-04-01,Nordeste,BA,Salvador,148973,1212,48.15,690.16,89330950.01,7,28.7,Baixa
2017,4,2017-04-01,Nordeste,BA,Feira de Santana,276359,20943,47.9,818.71,85574888.09,8,19.6,Baixa
2017,4,2017-04-01,Nordeste,PE,Recife,376413,32171,83.41,254.86,78816223.83,5,29.2,Alta
2017,4,2017-04-01,Nordeste,PE,Jaboatão dos Guararapes,88202,61950,44.51,421.46,77721797.75,10,22.6,Média
2017,4,2017-04-01,Nordeste,CE,Fortaleza,464923,22947,49.43,232.62,199838142.31,6,26.0,Alta
2017,4,2017-04-01,Nordeste,CE,Juazeiro do Norte,195727,42216,76.44,590.43,20662130.85,4,24.3,Alta
2017,4,2017-04-01,Nordeste,MA,São Luís,202704,1489,33.42,868.42,28693922.1,7,20.2,Alta
2017,4,2017-04-01,Nordeste,PB,João Pessoa,321670,4707,31.24,663.75,12846495.05,11,25.1,Média
2017,4,2017-04-01,Centro-Oeste,DF,Brasília,485086,11748,51.24,358.47,162825259.73,11,24.8,Baixa
2017,4,2017-04-01,Centro-Oeste,GO,Goiânia,298335,54755,39.52,447.49,122755831.96,6,24.6,Baixa
2017,4,2017-04-01,Centro-Oeste,GO,Aparecida de Goiânia,328759,25928,53.4,310.76,167540558.11,5,22.0,Média
2017,4,2017-04-01,Centro-Oeste,MT,Cuiabá,50699,11893,82.88,454.33,23622897.77,11,30.1,Alta
2017,4,2017-04-01,Centro-Oeste,MS,Campo Grande,215830,16918,92.11,277.28,124711187.69,11,23.4,Média
2017,4,2017-04-01,Sudeste,SP,São Paulo,411539,33291,49.71,1003.08,25157278.68,12,26.7,Alta
2017,4,2017-04-01,Sudeste,SP,Campinas,363090,7327,61.03,899.82,17077336.92,7,29.1,Alta
2017,4,2017-04-01,Sudeste,SP,Ribeirão Preto,251733,20734,69.12,1073.63,179894329.93,9,26.9,Alta
2017,4,2017-04-01,Sudeste,RJ,Rio de Janeiro,499552,61421,73.3,1179.2,2391162.25,15,25.8,Alta
2017,4,2017-04-01,Sudeste,RJ,Niterói,324246,48344,70.95,649.57,31983511.34,4,19.4,Baixa
2017,4,2017-04-01,Sudeste,RJ,Nova Iguaçu,422834,24257,25.81,502.3,24923653.21,9,21.4,Alta
2017,4,2017-04-01,Sudeste,RJ,Petrópolis,357116,10963,37.03,917.91,162549186.2,13,30.0,Baixa
2017,4,2017-04-01,Sudeste,MG,Belo Horizonte,481138,74145,42.04,751.68,181285024.5,11,24.7,Média
2017,4,2017-04-01,Sudeste,MG,Uberlândia,230524,57785,63.72,441.95,182532885.5,13,28.2,Média
2017,4,2017-04-01,Sudeste,MG,Juiz de Fora,233387,37317,51.88,765.67,64210469.77,11,23.6,Alta
2017,4,2017-04-01,Sudeste,ES,Vitória,398490,42544,42.75,1010.93,198257366.21,12,23.0,Média
2017,4,2017-04-01,Sudeste,ES,Vila Velha,429603,23836,65.35,1080.97,195986378.03,9,23.1,Média
2017,4,2017-04-01,Sudeste,ES,Serra,384187,22400,28.65,1072.82,101059385.73,12,27.1,Média
2017,4,2017-04-01,Sul,PR,Curitiba,464314,9592,72.5,866.08,126492266.12,13,21.6,Baixa
2017,4,2017-04-01,Sul,PR,Londrina,275430,21370,90.37,185.87,103349195.66,9,19.8,Alta
2017,4,2017-04-01,Sul,SC,Florianópolis,150305,10184,44.4,494.01,113877279.55,11,23.5,Baixa
2017,4,2017-04-01,Sul,SC,Joinville,466260,46207,80.07,570.37,88810717.8,12,20.4,Baixa
2017,4,2017-04-01,Sul,RS,Porto Alegre,371296,54059,74.41,616.98,68720111.94,8,30.1,Alta
2017,4,2017-04-01,Sul,RS,Caxias do Sul,243693,52491,64.07,646.46,81387090.34,11,23.8,Alta
2017,5,2017-05-01,Norte,AM,Manaus,205460,64204,64.7,961.3,67102547.55,8,25.4,Média
2017,5,2017-05-01,Norte,PA,Belém,159648,8231,50.73,435.53,143254943.42,7,27.6,Média
2017,5,2017-05-01,Norte,PA,Santarém,259687,19675,66.07,262.24,20842005.91,8,25.6,Média
2017,5,2017-05-01,Norte,RO,Porto Velho,301476,55658,50.08,759.69,101855381.83,14,29.7,Média
2017,5,2017-05-01,Norte,TO,Palmas,291615,23236,78.24,492.15,90197505.14,14,32.4,Média
2017,5,2017-05-01,Nordeste,BA,Salvador,316325,57061,85.32,651.32,96345050.31,14,27.2,Alta
2017,5,2017-05-01,Nordeste,BA,Feira de Santana,284186,42522,62.17,968.97,86397961.5,13,22.1,Alta
2017,5,2017-05-01,Nordeste,PE,Recife,487478,33641,38.49,1081.79,159510064.65,14,27.2,Baixa
2017,5,2017-05-01,Nordeste,PE,Jaboatão dos Guararapes,499661,65559,41.94,154.66,74900253.5,6,22.5,Alta
2017,5,2017-05-01,Nordeste,CE,Fortaleza,13647,55046,57.1,543.95,153934400.59,9,27.4,Alta
2017,5,2017-05-01,Nordeste,CE,Juazeiro do Norte,291775,69053,53.58,240.72,112868647.72,7,26.4,Média
2017,5,2017-05-01,Nordeste,MA,São Luís,409737,70663,84.03,387.39,95918385.56,10,20.5,Média
2017,5,2017-05-01,Nordeste,PB,João Pessoa,466197,29584,29.06,309.55,35587566.3,13,19.4,Baixa
2017,5,2017-05-01,Centro-Oeste,DF,Brasília,135824,24193,35.99,184.18,90944466.84,6,29.8,Baixa
2017,5,2017-05-01,Centro-Oeste,GO,Goiânia,290212,9508,50.52,826.17,54950927.47,17,20.8,Baixa
2017,5,2017-05-01,Centro-Oeste,GO,Aparecida de Goiânia,287308,67484,27.21,828.92,63364153.67,8,26.8,Baixa
2017,5,2017-05-01,Centro-Oeste,MT,Cuiabá,267723,60579,59.02,618.47,114146167.25,7,16.2,Média
2017,5,2017-05-01,Centro-Oeste,MS,Campo Grande,408541,48789,91.6,544.41,28331794.34,10,28.3,Alta
2017,5,2017-05-01,Sudeste,SP,São Paulo,158062,71213,61.9,545.06,156938743.2,13,17.7,Baixa
2017,5,2017-05-01,Sudeste,SP,Campinas,108603,51914,91.89,742.09,67537656.33,13,25.6,Baixa
2017,5,2017-05-01,Sudeste,SP,Ribeirão Preto,146040,19914,29.59,907.21,56981275.06,11,23.4,Baixa
2017,5,2017-05-01,Sudeste,RJ,Rio de Janeiro,257877,9778,55.79,863.51,95261507.21,8,28.5,Média
2017,5,2017-05-01,Sudeste,RJ,Niterói,124249,67997,80.26,985.35,90211901.66,10,16.4,Média
2017,5,2017-05-01,Sudeste,RJ,Nova Iguaçu,24585,68665,74.41,555.14,90505957.72,9,23.6,Baixa
2017,5,2017-05-01,Sudeste,RJ,Petrópolis,360222,35471,55.34,615.8,60484029.55,9,19.3,Baixa
2017,5,2017-05-01,Sudeste,MG,Belo Horizonte,372255,32380,89.86,1062.72,70285539.26,10,30.4,Alta
2017,5,2017-05-01,Sudeste,MG,Uberlândia,259747,57452,43.16,1179.63,104945335.17,14,29.8,Baixa
2017,5,2017-05-01,Sudeste,MG,Juiz de Fora,391477,2520,31.49,913.64,79511842.68,10,22.9,Alta
2017,5,2017-05-01,Sudeste,ES,Vitória,324172,7670,44.09,952.97,181791998.36,13,22.9,Baixa
2017,5,2017-05-01,Sudeste,ES,Vila Velha,153054,64467,31.74,1012.85,29367617.97,5,27.0,Alta
2017,5,2017-05-01,Sudeste,ES,Serra,444366,39266,26.49,737.05,102940105.54,9,25.3,Alta
2017,5,2017-05-01,Sul,PR,Curitiba,75496,5834,48.43,831.8,113946884.09,4,27.9,Alta
2017,5,2017-05-01,Sul,PR,Londrina,227290,39359,52.97,717.23,179703738.45,6,19.4,Média
2017,5,2017-05-01,Sul,SC,Florianópolis,372656,19549,77.4,1023.89,159788767.6,9,21.8,Média
2017,5,2017-05-01,Sul,SC,Joinville,146598,65092,93.42,962.43,58671738.9,8,24.1,Média
2017,5,2017-05-01,Sul,RS,Porto Alegre,150653,23558,94.04,300.29,111940862.19,8,27.2,Alta
2017,5,2017-05-01,Sul,RS,Caxias do Sul,332838,51359,87.57,1172.4,84791664.67,10,18.4,Média
2017,6,2017-06-01,Norte,AM,Manaus,383750,38383,84.83,579.37,5662648.39,5,21.3,Alta
2017,6,2017-06-01,Norte,PA,Belém,446067,4458,50.14,908.15,50077352.43,9,21.8,Alta
2017,6,2017-06-01,Norte,PA,Santarém,417875,43554,34.37,904.27,196014338.21,12,26.0,Baixa
2017,6,2017-06-01,Norte,RO,Porto Velho,14359,3545,79.8,928.57,63734855.14,16,25.9,Alta
2017,6,2017-06-01,Norte,TO,Palmas,128614,15758,80.47,238.14,49947249.46,14,32.1,Alta
2017,6,2017-06-01,Nordeste,BA,Salvador,330599,72621,93.59,190.41,134468728.36,11,24.3,Média
2017,6,2017-06-01,Nordeste,BA,Feira de Santana,459186,76073,41.44,960.31,85552773.06,9,17.5,Baixa
2017,6,2017-06-01,Nordeste,PE,Recife,36918,70610,46.9,585.14,89769962.45,12,20.7,Média
2017,6,2017-06-01,Nordeste,PE,Jaboatão dos Guararapes,114374,18510,44.19,654.05,26693856.12,9,20.9,Média
2017,6,2017-06-01,Nordeste,CE,Fortaleza,202485,6199,82.89,739.05,7270778.09,5,22.0,Baixa
2017,6,2017-06-01,Nordeste,CE,Juazeiro do Norte,394513,44760,42.18,972.84,141181575.53,9,20.8,Média
2017,6,2017-06-01,Nordeste,MA,São Luís,272621,64468,71.45,169.97,29844978.61,6,20.8,Alta
2017,6,2017-06-01,Nordeste,PB,João Pessoa,306766,20854,79.86,1055.63,68307526.09,8,24.2,Alta
2017,6,2017-06-01,Centro-Oeste,DF,Brasília,338139,28188,58.49,862.16,185065689.84,6,21.3,Média
2017,6,2017-06-01,Centro-Oeste,GO,Goiânia,407649,65674,55.67,663.65,126562255.34,11,33.9,Alta
2017,6,2017-06-01,Centro-Oeste,GO,Aparecida de Goiânia,74219,1548,78.11,532.36,55073540.45,10,27.0,Média
2017,6,2017-06-01,Centro-Oeste,MT,Cuiabá,445138,36240,56.11,1127.98,168659740.99,10,31.5,Alta
2017,6,2017-06-01,Centro-Oeste,MS,Campo Grande,362135,45326,69.61,191.64,104530198.88,8,27.5,Alta
2017,6,2017-06-01,Sudeste,SP,São Paulo,251020,3504,49.8,772.56,105712847.12,7,21.9,Baixa
2017,6,2017-06-01,Sudeste,SP,Campinas,211582,79411,37.3,475.92,11563323.31,12,27.7,Média
2017,6,2017-06-01,Sudeste,SP,Ribeirão Preto,168199,42019,58.77,585.99,63748120.09,13,29.5,Alta
2017,6,2017-06-01,Sudeste,RJ,Rio de Janeiro,283138,58248,58.16,377.0,148667089.85,12,29.5,Média
2017,6,2017-06-01,Sudeste,RJ,Niterói,367993,17753,50.78,871.33,120223025.19,11,23.2,Média
2017,6,2017-06-01,Sudeste,RJ,Nova Iguaçu,385053,59753,54.78,603.5,98772840.9,11,26.8,Alta
2017,6,2017-06-01,Sudeste,RJ,Petrópolis,20706,15912,32.94,1126.38,30849424.38,10,19.0,Baixa
2017,6,2017-06-01,Sudeste,MG,Belo Horizonte,225973,48654,54.22,323.7,50333175.58,13,26.5,Média
2017,6,2017-06-01,Sudeste,MG,Uberlândia,497004,71509,38.15,1028.88,188023710.62,6,21.8,Baixa
2017,6,2017-06-01,Sudeste,MG,Juiz de Fora,210306,1795,74.41,714.35,141808267.08,17,30.4,Baixa
2017,6,2017-06-01,Sudeste,ES,Vitória,486209,28953,38.45,205.1,117790350.23,11,26.0,Média
2017,6,2017-06-01,Sudeste,ES,Vila Velha,449276,23667,48.55,414.72,39079101.32,11,23.3,Média
2017,6,2017-06-01,Sudeste,ES,Serra,173657,29473,55.29,1152.82,187740799.83,7,22.6,Baixa
2017,6,2017-06-01,Sul,PR,Curitiba,167228,72117,55.61,153.1,133656495.22,9,26.3,Média
2017,6,2017-06-01,Sul,PR,Londrina,347016,50072,80.51,993.97,165428278.94,9,26.0,Alta
2017,6,2017-06-01,Sul,SC,Florianópolis,266545,49482,87.03,652.49,159288274.65,14,31.2,Média
2017,6,2017-06-01,Sul,SC,Joinville,11481,28057,79.11,263.22,88236996.14,8,29.2,Baixa
2017,6,2017-06-01,Sul,RS,Porto Alegre,70196,56754,31.15,362.68,38864274.8,9,25.5,Baixa
2017,6,2017-06-01,Sul,RS,Caxias do Sul,400356,38628,41.1,554.65,54548729.75,12,28.0,Média
2017,7,2017-07-01,Norte,AM,Manaus,370665,58488,82.39,763.87,33182796.78,9,19.3,Baixa
2017,7,2017-07-01,Norte,PA,Belém,477569,32461,26.56,886.3,107419610.67,7,37.3,Baixa
2017,7,2017-07-01,Norte,PA,Santarém,488209,17276,88.74,902.03,95515324.68,11,28.7,Média
2017,7,2017-07-01,Norte,RO,Porto Velho,11274,25928,41.94,1145.38,113502475.45,9,25.1,Alta
2017,7,2017-07-01,Norte,TO,Palmas,128662,43624,45.13,546.41,101897749.2,6,28.2,Alta
2017,7,2017-07-01,Nordeste,BA,Salvador,72128,9391,73.36,906.62,190671880.92,9,23.4,Média
2017,7,2017-07-01,Nordeste,BA,Feira de Santana,269981,7100,52.05,982.14,120821864.74,11,21.6,Baixa
2017,7,2017-07-01,Nordeste,PE,Recife,274791,23512,29.63,1028.88,192013991.45,12,32.1,Baixa
2017,7,2017-07-01,Nordeste,PE,Jaboatão dos Guararapes,22009,37345,36.7,1008.99,127084219.58,11,23.7,Baixa
2017,7,2017-07-01,Nordeste,CE,Fortaleza,463765,42137,38.38,1163.34,195018684.72,11,20.8,Baixa
2017,7,2017-07-01,Nordeste,CE,Juazeiro do Norte,229353,73636,61.51,900.61,29650742.55,9,27.8,Média
2017,7,2017-07-01,Nordeste,MA,São Luís,254713,1674,89.06,219.3,192520073.19,10,14.3,Baixa
2017,7,2017-07-01,Nordeste,PB,João Pessoa,317436,45490,87.11,854.39,119507777.82,5,19.7,Alta
2017,7,2017-07-01,Centro-Oeste,DF,Brasília,242724,64587,72.43,528.61,189006136.43,7,21.0,Alta
2017,7,2017-07-01,Centro-Oeste,GO,Goiânia,42176,49746,35.81,492.96,48802597.0,6,32.6,Média
2017,7,2017-07-01,Centro-Oeste,GO,Aparecida de Goiânia,471291,11224,76.61,688.61,108359712.98,11,30.1,Baixa
2017,7,2017-07-01,Centro-Oeste,MT,Cuiabá,266900,22183,47.19,1099.49,43259960.31,8,25.5,Média
2017,7,2017-07-01,Centro-Oeste,MS,Campo Grande,102742,73050,36.95,156.94,36727419.35,9,25.0,Alta
2017,7,2017-07-01,Sudeste,SP,São Paulo,50555,74966,74.0,574.31,189334115.22,12,22.7,Média
2017,7,2017-07-01,Sudeste,SP,Campinas,435064,43017,36.7,765.04,96186177.21,11,23.9,Média
2017,7,2017-07-01,Sudeste,SP,Ribeirão Preto,182376,16418,64.97,826.88,189703520.13,11,24.0,Média
2017,7,2017-07-01,Sudeste,RJ,Rio de Janeiro,84795,50109,67.96,523.28,138526570.25,8,19.9,Alta
2017,7,2017-07-01,Sudeste,RJ,Niterói,248708,17162,58.74,347.88,7825208.19,9,27.7,Baixa
2017,7,2017-07-01,Sudeste,RJ,Nova Iguaçu,77337,3153,59.29,920.7,156966627.65,14,33.5,Média
2017,7,2017-07-01,Sudeste,RJ,Petrópolis,219643,59756,46.4,1074.23,165906817.46,6,23.5,Alta
2017,7,2017-07-01,Sudeste,MG,Belo Horizonte,280806,65386,47.54,562.05,104540925.97,8,20.8,Alta
2017,7,2017-07-01,Sudeste,MG,Uberlândia,14129,13950,75.98,292.45,196319083.78,10,30.4,Baixa
2017,7,2017-07-01,Sudeste,MG,Juiz de Fora,99631,39645,67.36,1091.09,97435374.47,14,26.3,Alta
2017,7,2017-07-01,Sudeste,ES,Vitória,270738,58368,36.69,961.5,98383973.15,9,25.5,Alta
2017,7,2017-07-01,Sudeste,ES,Vila Velha,27145,29290,28.52,484.73,61633358.08,13,23.6,Média
2017,7,2017-07-01,Sudeste,ES,Serra,51705,4778,60.04,599.5,110730491.31,13,26.7,Alta
2017,7,2017-07-01,Sul,PR,Curitiba,431510,3598,66.91,315.21,69404790.87,4,29.7,Alta
2017,7,2017-07-01,Sul,PR,Londrina,22349,43281,54.15,305.77,84011300.11,6,24.1,Alta
2017,7,2017-07-01,Sul,SC,Florianópolis,12367,17134,83.06,872.42,198447374.04,15,28.0,Média
2017,7,2017-07-01,Sul,SC,Joinville,485254,35250,30.26,1019.02,23024894.88,8,19.2,Média
2017,7,2017-07-01,Sul,RS,Porto Alegre,25756,25124,41.89,749.96,98356447.83,17,22.9,Média
2017,7,2017-07-01,Sul,RS,Caxias do Sul,462955,5247,70.81,775.02,154494077.34,14,16.3,Alta
2017,8,2017-08-01,Norte,AM,Manaus,50500,67839,50.57,414.8,19226753.79,6,26.5,Baixa
2017,8,2017-08-01,Norte,PA,Belém,189041,26938,31.53,1133.81,98261776.47,9,24.8,Alta
2017,8,2017-08-01,Norte,PA,Santarém,114841,78028,42.7,982.72,100493547.46,9,23.7,Alta
2017,8,2017-08-01,Norte,RO,Porto Velho,358968,60735,47.38,281.87,32642570.44,17,23.5,Baixa
2017,8,2017-08-01,Norte,TO,Palmas,151850,32173,38.18,706.57,190794627.36,5,24.1,Alta
2017,8,2017-08-01,Nordeste,BA,Salvador,184977,38363,31.44,838.62,88951132.22,8,26.2,Baixa
2017,8,2017-08-01,Nordeste,BA,Feira de Santana,450684,23318,69.75,1073.04,79602697.97,6,15.2,Média
2017,8,2017-08-01,Nordeste,PE,Recife,277729,18541,76.46,319.3,193641780.87,12,21.5,Alta
2017,8,2017-08-01,Nordeste,PE,Jaboatão dos Guararapes,133690,48186,39.99,673.32,110461977.26,11,13.2,Alta
2017,8,2017-08-01,Nordeste,CE,Fortaleza,159958,24087,88.71,422.44,195096453.93,12,20.8,Baixa
2017,8,2017-08-01,Nordeste,CE,Juazeiro do Norte,271418,35282,31.78,621.32,178819911.15,12,23.1,Baixa
2017,8,2017-08-01,Nordeste,MA,São Luís,253612,69751,91.05,1045.25,70939082.75,11,24.6,Baixa
2017,8,2017-08-01,Nordeste,PB,João Pessoa,215848,62261,54.75,576.15,128204002.48,9,22.0,Alta
2017,8,2017-08-01,Centro-Oeste,DF,Brasília,443772,38092,92.37,626.43,92021875.0,7,31.7,Baixa
2017,8,2017-08-01,Centro-Oeste,GO,Goiânia,301605,71701,77.54,260.56,29791654.6,9,28.6,Alta
2017,8,2017-08-01,Centro-Oeste,GO,Aparecida de Goiânia,56251,4597,93.17,893.3,198690110.63,10,34.2,Alta
2017,8,2017-08-01,Centro-Oeste,MT,Cuiabá,259956,18170,74.32,336.94,30577243.84,13,18.4,Alta
2017,8,2017-08-01,Centro-Oeste,MS,Campo Grande,74960,63261,78.58,1104.94,20117540.05,13,23.3,Baixa
2017,8,2017-08-01,Sudeste,SP,São Paulo,482643,1119,32.21,871.03,61030239.24,10,21.2,Média
2017,8,2017-08-01,Sudeste,SP,Campinas,491025,16079,67.43,578.98,157356508.48,10,26.3,Baixa
2017,8,2017-08-01,Sudeste,SP,Ribeirão Preto,447682,52921,42.19,647.89,57851308.14,4,30.4,Baixa
2017,8,2017-08-01,Sudeste,RJ,Rio de Janeiro,259629,51715,94.71,503.81,194588879.02,9,24.6,Alta
2017,8,2017-08-01,Sudeste,RJ,Niterói,434575,46055,54.88,220.39,140901523.59,10,25.3,Baixa
2017,8,2017-08-01,Sudeste,RJ,Nova Iguaçu,412401,17409,31.39,830.79,122031270.11,13,28.5,Média
2017,8,2017-08-01,Sudeste,RJ,Petrópolis,249332,1328,62.04,367.35,112153036.45,14,20.1,Baixa
2017,8,2017-08-01,Sudeste,MG,Belo Horizonte,41274,58343,93.62,818.1,155113715.08,11,21.7,Alta
2017,8,2017-08-01,Sudeste,MG,Uberlândia,336794,59721,47.22,841.4,184336805.34,11,25.6,Média
2017,8,2017-08-01,Sudeste,MG,Juiz de Fora,207474,6961,33.49,352.1,86394619.62,11,20.8,Baixa
2017,8,2017-08-01,Sudeste,ES,Vitória,180406,23750,52.44,817.25,33602891.98,9,32.1,Baixa
2017,8,2017-08-01,Sudeste,ES,Vila Velha,228664,3770,50.72,897.33,81678134.98,10,31.6,Baixa
2017,8,2017-08-01,Sudeste,ES,Serra,62474,48598,36.24,158.44,30868497.08,9,27.2,Média
2017,8,2017-08-01,Sul,PR,Curitiba,236219,27298,27.26,803.19,92025996.18,9,20.4,Alta
2017,8,2017-08-01,Sul,PR,Londrina,358253,51309,81.17,303.59,25916307.39,11,24.0,Baixa
2017,8,2017-08-01,Sul,SC,Florianópolis,22372,27352,88.75,617.1,29440529.4,10,27.2,Média
2017,8,2017-08-01,Sul,SC,Joinville,497591,53538,38.49,811.06,118408464.61,17,26.8,Média
2017,8,2017-08-01,Sul,RS,Porto Alegre,43764,34890,43.87,186.95,162287187.56,6,32.1,Média
2017,8,2017-08-01,Sul,RS,Caxias do Sul,421730,26234,73.91,925.46,115131525.64,18,21.7,Baixa
2017,9,2017-09-01,Norte,AM,Manaus,258626,39585,42.14,858.31,58316240.16,9,27.0,Baixa
2017,9,2017-09-01,Norte,PA,Belém,213441,4606,51.66,1149.33,67923081.74,9,19.2,Alta
2017,9,2017-09-01,Norte,PA,Santarém,339441,60529,56.8,446.65,66980938.65,12,24.0,Média
2017,9,2017-09-01,Norte,RO,Porto Velho,385060,9221,65.74,1049.72,16270725.66,7,29.7,Baixa
2017,9,2017-09-01,Norte,TO,Palmas,323279,13721,52.99,1087.58,94648607.58,11,23.3,Alta
2017,9,2017-09-01,Nordeste,BA,Salvador,83193,15941,32.56,433.12,26961922.99,9,19.5,Média
2017,9,2017-09-01,Nordeste,BA,Feira de Santana,41670,21878,28.5,189.72,52862161.03,6,29.6,Média
2017,9,2017-09-01,Nordeste,PE,Recife,160441,72788,94.47,822.89,181118964.12,10,26.2,Alta
2017,9,2017-09-01,Nordeste,PE,Jaboatão dos Guararapes,180663,6667,77.31,641.15,68600381.96,8,19.5,Alta
2017,9,2017-09-01,Nordeste,CE,Fortaleza,124661,56380,49.34,221.54,68282734.02,4,21.9,Média
2017,9,2017-09-01,Nordeste,CE,Juazeiro do Norte,370617,61266,54.95,535.32,32081663.29,8,25.4,Baixa
2017,9,2017-09-01,Nordeste,MA,São Luís,28870,44579,93.09,151.37,149870600.57,10,24.6,Baixa
2017,9,2017-09-01,Nordeste,PB,João Pessoa,250617,45421,88.66,814.1,114377704.09,11,27.1,Média
2017,9,2017-09-01,Centro-Oeste,DF,Brasília,136515,37720,31.58,699.16,57942733.61,5,26.8,Baixa
2017,9,2017-09-01,Centro-Oeste,GO,Goiânia,414458,29939,56.03,848.9,181256244.67,8,26.3,Alta
2017,9,2017-09-01,Centro-Oeste,GO,Aparecida de Goiânia,176320,4359,32.97,1093.94,53085715.43,3,24.8,Alta
2017,9,2017-09-01,Centro-Oeste,MT,Cuiabá,481013,43231,65.55,516.54,4120621.56,8,25.2,Alta
2017,9,2017-09-01,Centro-Oeste,MS,Campo Grande,465819,39760,74.79,524.28,117108266.69,8,30.4,Alta
2017,9,2017-09-01,Sudeste,SP,São Paulo,442766,41020,52.97,456.29,100117910.75,9,29.1,Média
2017,9,2017-09-01,Sudeste,SP,Campinas,192451,41633,78.95,937.84,156339173.61,12,23.8,Média
2017,9,2017-09-01,Sudeste,SP,Ribeirão Preto,56101,5622,63.21,205.73,57612637.67,11,25.4,Baixa
2017,9,2017-09-01,Sudeste,RJ,Rio de Janeiro,174940,74433,87.97,186.13,152925066.69,9,14.4,Baixa
2017,9,2017-09-01,Sudeste,RJ,Niterói,74062,45124,82.44,1058.11,170338303.02,10,25.9,Média
2017,9,2017-09-01,Sudeste,RJ,Nova Iguaçu,195351,7457,65.76,272.49,119147557.83,16,28.6,Média
2017,9,2017-09-01,Sudeste,RJ,Petrópolis,13274,52955,88.67,329.44,198779853.95,10,22.0,Alta
2017,9,2017-09-01,Sudeste,MG,Belo Horizonte,96704,65209,51.8,228.48,166377296.21,8,26.6,Baixa
2017,9,2017-09-01,Sudeste,MG,Uberlândia,167018,49075,72.56,1020.14,71426523.15,11,29.0,Média
2017,9,2017-09-01,Sudeste,MG,Juiz de Fora,49260,68350,38.04,1060.76,19180850.72,8,28.8,Média
2017,9,2017-09-01,Sudeste,ES,Vitória,339421,22639,36.64,850.83,182149753.26,12,25.4,Alta
2017,9,2017-09-01,Sudeste,ES,Vila Velha,298603,42611,60.1,177.48,58508836.57,14,19.8,Alta
2017,9,2017-09-01,Sudeste,ES,Serra,14730,26341,25.27,655.46,108015246.04,8,19.9,Alta
2017,9,2017-09-01,Sul,PR,Curitiba,310594,27396,47.94,906.21,53325058.57,14,24.1,Baixa
2017,9,2017-09-01,Sul,PR,Londrina,192473,34702,73.09,1122.7,125023645.97,6,21.1,Alta
2017,9,2017-09-01,Sul,SC,Florianópolis,66298,58728,71.07,703.72,33429460.85,5,26.8,Média
2017,9,2017-09-01,Sul,SC,Joinville,350098,64429,84.46,1146.44,86389801.28,7,30.6,Baixa
2017,9,2017-09-01,Sul,RS,Porto Alegre,321951,53863,46.29,918.19,131832079.32,7,28.1,Baixa
2017,9,2017-09-01,Sul,RS,Caxias do Sul,211939,76287,93.62,759.37,195544276.59,13,22.8,Baixa
2017,10,2017-10-01,Norte,AM,Manaus,154719,56060,49.36,305.7,13304557.02,9,21.4,Alta
2017,10,2017-10-01,Norte,PA,Belém,146699,56506,65.17,716.69,72268130.42,7,21.6,Baixa
2017,10,2017-10-01,Norte,PA,Santarém,172415,60554,61.53,1104.69,69483629.47,9,26.2,Baixa
2017,10,2017-10-01,Norte,RO,Porto Velho,15010,11942,85.51,508.41,100631175.52,10,24.9,Baixa
2017,10,2017-10-01,Norte,TO,Palmas,332684,68933,61.81,739.39,12919466.5,9,28.7,Média
2017,10,2017-10-01,Nordeste,BA,Salvador,480760,45327,31.07,501.21,144168272.76,12,21.2,Baixa
2017,10,2017-10-01,Nordeste,BA,Feira de Santana,128487,37787,85.25,716.21,27773916.95,9,36.1,Baixa
2017,10,2017-10-01,Nordeste,PE,Recife,121450,43889,76.23,655.3,72379929.37,8,18.0,Média
2017,10,2017-10-01,Nordeste,PE,Jaboatão dos Guararapes,347378,22052,28.47,544.96,54724761.28,8,26.4,Alta
2017,10,2017-10-01,Nordeste,CE,Fortaleza,191957,8661,73.28,465.36,32586096.44,7,19.5,Baixa
2017,10,2017-10-01,Nordeste,CE,Juazeiro do Norte,218872,58854,31.9,694.03,187343153.62,4,27.3,Baixa
2017,10,2017-10-01,Nordeste,MA,São Luís,334988,6568,51.47,678.93,173421030.61,3,23.5,Baixa
2017,10,2017-10-01,Nordeste,PB,João Pessoa,279058,29773,86.77,749.39,135756874.29,6,22.3,Alta
2017,10,2017-10-01,Centro-Oeste,DF,Brasília,342801,49953,68.39,962.82,179864820.52,9,15.1,Baixa
2017,10,2017-10-01,Centro-Oeste,GO,Goiânia,236602,69889,64.75,800.2,80833206.53,7,26.5,Alta
2017,10,2017-10-01,Centro-Oeste,GO,Aparecida de Goiânia,341523,46124,48.86,526.62,159719737.61,7,25.5,Média
2017,10,2017-10-01,Centro-Oeste,MT,Cuiabá,345556,37433,40.99,966.32,96196205.23,10,24.2,Baixa
2017,10,2017-10-01,Centro-Oeste,MS,Campo Grande,180313,24234,63.93,726.04,106710911.47,10,19.9,Média
2017,10,2017-10-01,Sudeste,SP,São Paulo,173912,26839,90.78,292.17,115564466.98,8,22.6,Média
2017,10,2017-10-01,Sudeste,SP,Campinas,79648,37903,64.85,1182.73,96689072.79,12,28.2,Média
2017,10,2017-10-01,Sudeste,SP,Ribeirão Preto,283747,61080,43.95,1197.49,90116113.01,12,24.4,Média
